,JobID,Job_Designation,Involvement,Experince_level,Hr_name,Skills,CompanyName,Company_estab_year,AgeOfCompany,Industry,Location,employees_count,Job_url
103,258649,Sales Consultant,Sales and Business ,Junior Level,Ritu Agarwal,"Direct Sales, International Sales, Sales",Travelounce,2022,1,BPO / Outsourcing,Delhi,125,https://www.instahyre.com/job-258649-sales-consultant-at-travelounce-delhi/
104,266287,Business Development,Sales and Business ,Junior Level,Rashmi Choudhary,"Business Development, Direct Sales, Sales, Telecalling",Xcelent Intersec,2017,6,BPO / Outsourcing,Work From Home,5,https://www.instahyre.com/job-266287-business-development-at-xcelent-intersec-work-from-home/
105,264825,Inside Sales Representative,Sales and Business ,Intermediate Level,Prem Chand,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Y-Axis Overseas,1999,24,BPO / Outsourcing,Bangalore,750,https://www.instahyre.com/job-264825-inside-sales-representative-at-y-axis-overseas-bangalore/
106,253553,Escalation Specialist,Sales and Business ,Junior Level,Vaishak Lakshmanan,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Acko,2017,6,BPO / Outsourcing,Bangalore,750,https://www.instahyre.com/job-253553-escalation-specialist-at-acko-bangalore/
107,253559,Policy Advisor,Sales and Business ,Junior Level,Vaishak Lakshmanan,Sales,Acko,2017,6,BPO / Outsourcing,Bangalore,750,https://www.instahyre.com/job-253559-policy-advisor-at-acko-bangalore/
108,249919,Assistant Manager - Customer Success,Operations ,Intermediate Level,Vatsala Rawat,Operations Management,AstroTalk,2017,6,BPO / Outsourcing,Noida,1000,https://www.instahyre.com/job-249919-assistant-manager-customer-success-at-astrotalk-noida/
109,255685,Customer Support Executive,Sales and Business ,Junior Level,Nanditha Hr,"Customer Interaction, Customer Relationship, Customer Service",Genxlead Solutions,2012,11,BPO / Outsourcing,Hosur,125,https://www.instahyre.com/job-255685-customer-support-executive-at-genxlead-solutions-hosur/
110,255690,Process Trainer,Operations ,Intermediate Level,Nanditha Hr,"Behavioural Training, Corporate Training, Training Management",Genxlead Solutions,2012,11,BPO / Outsourcing,Chennai,125,https://www.instahyre.com/job-255690-process-trainer-at-genxlead-solutions-chennai/
111,253482,Sales Support,Sales and Business ,Junior Level,Mayank Singh,"Customer Interaction, Customer Relationship, Customer Service, Grievance Management",Hike Education,2014,9,BPO / Outsourcing,Gurgaon,125,https://www.instahyre.com/job-253482-sales-support-at-hike-education-gurgaon/
112,252509,Customer Service Executive,Sales and Business ,Junior Level,Clarita Fernandes,"Customer Relationship, Customer Service",Interspence Solutions,2017,6,BPO / Outsourcing,Mumbai,125,https://www.instahyre.com/job-252509-customer-service-executive-at-interspence-solutions-mumbai/
113,246937,Primary Research Analyst,Sales and Business ,Junior Level,Siya Chavan,"Customer Interaction, Customer Relationship, Customer Service",Market Expertise,2011,12,BPO / Outsourcing,Pune,125,https://www.instahyre.com/job-246937-primary-research-analyst-at-market-expertise-pune/
114,249219,Telecaller,Sales and Business ,Junior Level,Rashi Sharma,"Customer Interaction, Customer Relationship, Customer Service",Quick Visa Solutions,2015,8,BPO / Outsourcing,Gurgaon,30,https://www.instahyre.com/job-249219-telecaller-at-quick-visa-solutions-gurgaon/
115,254370,Sr. Collections Executive,Sales and Business ,Intermediate Level,Aditi Dharan,"Customer Interaction, Customer Relationship",Raaho,2015,8,BPO / Outsourcing,Hyderabad,30,https://www.instahyre.com/job-254370-sr-collections-executive-at-raaho-hyderabad/
116,241291,Technical Account Manager,Sales and Business ,Senior,Trisha Baishnab,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Blue Yonder,1985,38,BPO / Outsourcing,Bangalore,1000,https://www.instahyre.com/job-241291-technical-account-manager-at-blue-yonder-bangalore/
117,224569,Business Growth Executive,Sales and Business ,Junior Level,Raj Kumar,"Business Development, Sales, Telecalling",Bonds India,2020,3,BPO / Outsourcing,Gurgaon,125,https://www.instahyre.com/job-224569-business-growth-executive-at-bonds-india-gurgaon/
118,229346,Business Development Executive,Sales and Business ,Junior Level,Placement Egc,"Business Development, Sales, Telecalling",Elysium Group of Companies,1999,24,BPO / Outsourcing,Madurai,350,https://www.instahyre.com/job-229346-business-development-executive-at-elysium-group-of-companies-madurai/
119,236699,Document Review & Validator Analyst,Sales and Business ,Junior Level,Nikhila Shree,"Customer Service, Key Account Management",Foundation AI,2018,5,BPO / Outsourcing,"Hyderabad, Work From Home",30,https://www.instahyre.com/job-236699-document-review-validator-analyst-at-foundation-ai-hyderabad-work-from-home/
120,242442,Telecaller Executive - Outbound,Sales and Business ,Junior Level,Boyapati Bhargava,Telecalling,Kredily,2017,6,BPO / Outsourcing,Bangalore,30,https://www.instahyre.com/job-242442-telecaller-executive-outbound-at-kredily-bangalore/
121,243932,Customer Support Engineer,Sales and Business ,Intermediate Level,Inderpreet Kaur,"CRM, Customer Interaction, Customer Relationship, Customer Service, Desktop Troubleshooting",Leewayhertz Technologies,2007,16,BPO / Outsourcing,Work From Home,125,https://www.instahyre.com/job-243932-customer-support-engineer-at-leewayhertz-technologies-work-from-home/
122,241201,Market Research Analyst,Sales and Business ,Junior Level,Siya Chavan,"Business Development, International Sales, Sales, Telecalling",Market Expertise,2011,12,BPO / Outsourcing,Pune,125,https://www.instahyre.com/job-241201-market-research-analyst-at-market-expertise-pune/
123,233593,Customer Care Services,Sales and Business ,Junior Level,Sony Naresh IT,Customer Service,Naresh i Technologies,2004,19,BPO / Outsourcing,Hyderabad,125,https://www.instahyre.com/job-233593-customer-care-services-at-naresh-i-technologies-hyderabad/
124,240460,Inside Sales Specialist,Sales and Business ,Junior Level,Nanda Kishore,"Sales, Telecalling",Teamscart,2021,2,BPO / Outsourcing,Hyderabad,5,https://www.instahyre.com/job-240460-inside-sales-specialist-at-teamscart-hyderabad/
125,226941,Business Development Executive - Sales (Tamil),Sales and Business ,Junior Level,Neha Pandey,"Business Development, Corporate Sales, International Sales, Sales",Zoetic BPO Services,2019,4,BPO / Outsourcing,Noida,30,https://www.instahyre.com/job-226941-business-development-executive-sales-tamil-at-zoetic-bpo-services-noida/
126,176880,Sales Executive,Sales and Business ,Junior Level,Uravshi Tyagi,Sales,Education Artists,2020,3,BPO / Outsourcing,Faridabad,5,https://www.instahyre.com/job-176880-sales-executive-at-education-artists-faridabad/
127,219806,Spanish Language Expert,Sales and Business ,Junior Level,Mousumi Sah,Customer Service,Webvio Technologies,2020,3,BPO / Outsourcing,Kolkata,5,https://www.instahyre.com/job-219806-spanish-language-expert-at-webvio-technologies-kolkata/
128,260209,Customer Success Account Manager,Sales and Business ,Intermediate Level,Tanvi Agarwal,"International Sales, Sales",Adobe,1982,41,Computer Hardware / Networking,Work From Home,1000,https://www.instahyre.com/job-260209-customer-success-account-manager-at-adobe-work-from-home/
129,241291,Technical Account Manager,Sales and Business ,Senior,Trisha Baishnab,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Blue Yonder,1985,38,Computer Hardware / Networking,Bangalore,1000,https://www.instahyre.com/job-241291-technical-account-manager-at-blue-yonder-bangalore/
130,242964,Principal Product Manager,Technical Management ,Senior,Bidyut Ganguly,Product Management,Cohesity,2013,10,Computer Hardware / Networking,Bangalore,1000,https://www.instahyre.com/job-242964-principal-product-manager-at-cohesity-bangalore/
131,263532,Business Development,Sales and Business ,Junior Level,Aafrin Sultanak,"Business Development, Sales",Juntrax Solutions,2016,7,Computer Hardware / Networking,Bangalore,5,https://www.instahyre.com/job-263532-business-development-at-juntrax-solutions-bangalore/
132,266923,Sales Development Representative (Hybrid),Sales and Business ,Intermediate Level,Mayanka Trehan,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Leena AI,2015,8,Computer Hardware / Networking,"Bangalore, Gurgaon",350,https://www.instahyre.com/job-266923-sales-development-representative-hybrid-at-leena-ai-bangalore-gurgaon/
133,240641,Telemarketing Specialist,Sales and Business ,Junior Level,Nikhil Philips,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Madhu Infotech,1999,24,Computer Hardware / Networking,Bangalore,125,https://www.instahyre.com/job-240641-telemarketing-specialist-at-madhu-infotech-bangalore/
134,266267,B2B Enterprise Marketing Specialist,Sales and Business ,Junior Level,Dipali Meshram,Business Development,MicroSec,2017,6,Computer Hardware / Networking,Work From Home,30,https://www.instahyre.com/job-266267-b2b-enterprise-marketing-specialist-at-microsec-work-from-home/
135,255706,Technical Consulting Engineer - Networking,Sales and Business ,Mid Senior Level,Deepa Patkar,"Customer Interaction, Customer Relationship, Customer Service",Rtbrick,2015,8,Computer Hardware / Networking,Bangalore,30,https://www.instahyre.com/job-255706-technical-consulting-engineer-networking-at-rtbrick-bangalore/
136,253290,Branch Manager - Software Sales,Sales and Business ,Senior,Jyoti Verma,"Business Development, Corporate Sales, Direct Sales, Sales",Stellar Information Technology,1993,30,Computer Hardware / Networking,Mumbai,350,https://www.instahyre.com/job-253290-branch-manager-software-sales-at-stellar-information-technology-mumbai/
137,255049,Operations Manager,Operations ,Intermediate Level,Mansi Malhotra,"Operations Management, Process Improvement",Trential,2022,1,Computer Hardware / Networking,Gurgaon,30,https://www.instahyre.com/job-255049-operations-manager-at-trential-gurgaon/
138,225906,Account Manager,Sales and Business ,Intermediate Level,Anju Mangla,"Business Development, Sales",Computer Ware India,1987,36,Computer Hardware / Networking,Delhi,30,https://www.instahyre.com/job-225906-account-manager-at-computer-ware-india-delhi/
139,229068,Support Engineer,Sales and Business ,Intermediate Level,Prakher Saxena,"Customer Interaction, Customer Service, Key Account Management",DeepSource,2018,5,Computer Hardware / Networking,Bangalore,30,https://www.instahyre.com/job-229068-support-engineer-at-deepsource-bangalore/
140,123019,Customer Success Specialist,Sales and Business ,Junior Level,Shailendra Singh,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",HyperTest,2019,4,Computer Hardware / Networking,Gurgaon,30,https://www.instahyre.com/job-123019-customer-success-specialist-at-hypertest-gurgaon/
141,266833,Business Development Executive,Sales and Business ,Junior Level,Hr Manager,Business Development,75way Technologies,2015,8,Computer Software / IT / Internet,Work From Home,30,https://www.instahyre.com/job-266833-business-development-executive-at-75way-technologies-work-from-home/
142,266552,Customer Support Manager,Sales and Business ,Intermediate Level,Shravika Nempe,"Customer Interaction, Customer Relationship, Customer Service",Bhash Software Labs,2009,14,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-266552-customer-support-manager-at-bhash-software-labs-bangalore/
143,266937,Content Writer,Marketing ,Junior Level,Akshaya Lakshmi,"Content Marketing, Content Writing, English Content",ElectricPe,2021,2,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-266937-content-writer-at-electricpe-bangalore/
144,257944,Business Manager (Drive),Sales and Business ,Intermediate Level,Ankita Singh,"Business Development, Channel Sales, Key Account Management, Microsoft Excel, Microsoft PowerPoint, Sales, Stakeholder Management",MakeMyTrip,2000,23,Computer Software / IT / Internet,"Calicut, Patna, Pune",1000,https://www.instahyre.com/job-257944-business-manager-drive-at-makemytrip-calicut-patna-pune/
145,257946,Business Manager (Drive),Sales and Business ,Intermediate Level,Ankita Singh,"Business Development, Channel Sales, Key Account Management, Microsoft Excel, Microsoft PowerPoint, Sales, Stakeholder Management",MakeMyTrip,2000,23,Computer Software / IT / Internet,"Chennai, Dehradun, Rajkot",1000,https://www.instahyre.com/job-257946-business-manager-drive-at-makemytrip-chennai-dehradun-rajkot/
146,257930,Key Account Manager (Drive),Sales and Business ,Intermediate Level,Ankita Singh,"Corporate Sales, Key Account Management, Profit and Loss Management, Sales, Stakeholder Management",MakeMyTrip,2000,23,Computer Software / IT / Internet,Mumbai,1000,https://www.instahyre.com/job-257930-key-account-manager-drive-at-makemytrip-mumbai/
147,257080,Inside Sales Associate (Drive),Sales and Business ,Junior Level,Rabi Agrawal,"Business Development, Direct Sales, Sales, Telecalling",MyBillBook (FloBiz),2019,4,Computer Software / IT / Internet,"Greater Noida, Noida",350,https://www.instahyre.com/job-257080-inside-sales-associate-drive-at-mybillbook-flobiz-greater-noida-noida/
148,260537,Lead Development (Influencer Marketing) (Drive),Sales and Business ,Intermediate Level,Tuzar Baria,"Business Development, CRM, Lead Generation, Marketing",Only Much Louder,2001,22,Computer Software / IT / Internet,Bangalore,125,https://www.instahyre.com/job-260537-lead-development-influencer-marketing-drive-at-only-much-louder-bangalore/
149,266953,Content Writing Specialist,Marketing ,Intermediate Level,Uloapp A New Wave Of Living,"Content Marketing, Content Writing",UloApp,2017,6,Computer Software / IT / Internet,Mumbai,30,https://www.instahyre.com/job-266953-content-writing-specialist-at-uloapp-mumbai/
150,260553,Account Executive (Drive),Sales and Business ,Intermediate Level,Nakita Fernandes,"Business Development, CRM, Corporate Sales, Google Workspace, Microsoft Office, Sales",Wooqer,2014,9,Computer Software / IT / Internet,Bangalore,125,https://www.instahyre.com/job-260553-account-executive-drive-at-wooqer-2-bangalore/
151,264876,Technical Content Writer - Academic,Marketing ,Mid Senior Level,Kalpana Choudhary,Content Writing,Antier Solutions,2003,20,Computer Software / IT / Internet,Chandigarh,750,https://www.instahyre.com/job-264876-technical-content-writer-academic-at-antier-solutions-chandigarh/
152,265443,Sales Development Representative,Sales and Business ,Junior Level,Pradeepthi Reddy,"Business Development, Sales",Baygrape Technology Solutions,2016,7,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-265443-sales-development-representative-at-baygrape-technology-solutions-bangalore/
153,266488,Business Devlopment Executive / Manager,Sales and Business ,Intermediate Level,Rina Rathod,"Business Development, Sales",ekZero,2013,10,Computer Software / IT / Internet,Vadodara,125,https://www.instahyre.com/job-266488-business-devlopment-executive-manager-at-ekzero-vadodara/
154,266267,B2B Enterprise Marketing Specialist,Sales and Business ,Junior Level,Dipali Meshram,Business Development,MicroSec,2017,6,Computer Software / IT / Internet,Work From Home,30,https://www.instahyre.com/job-266267-b2b-enterprise-marketing-specialist-at-microsec-work-from-home/
155,265999,Business Development Executive,Sales and Business ,Junior Level,Omka Tech,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Omka Tech,2019,4,Computer Software / IT / Internet,Noida,30,https://www.instahyre.com/job-265999-business-development-executive-at-omka-tech-noida/
